name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Better Days - Galantis Remix,0.48,0.884,0,-4.667,1,0.0897,0.199,5.41e-06,0.094,0.623,117.708,audio_features,1kYNaMuGXWWrXW8KbZ4uXF,spotify:track:1kYNaMuGXWWrXW8KbZ4uXF,https://api.spotify.com/v1/tracks/1kYNaMuGXWWrXW8KbZ4uXF,https://api.spotify.com/v1/audio-analysis/1kYNaMuGXWWrXW8KbZ4uXF,181928,4
